price,areaWithType,bedRoom,bathroom,balcony,facing,property_type,floor_nbr,additional_room_count,furnishDetails_count,features_count,Environment,Safety,Lifestyle,Connectivity,Green Area,Amenities,Management,Construction,nearbyLocations_count,agePossession_avg,prop_location,total_area_in_sqft,rate_per_sqft
4200000.0,Carpet area: 531 (49.33 sq.m.),2,2,1,undetermined,flat,3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0, Sector 36 Gurgaon,5715.63,7910.0
61500000.0,Built Up area: 3355 (311.69 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,2,North-East,flat,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,9,0.0, Sector 65 Gurgaon,30695.95,18331.0
62500000.0,Carpet area: 2880 (267.56 sq.m.),3,5,3,South-East,flat,5.0,1.0,18.0,8.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,15,7.5, Sector 48 Gurgaon,31000.03,24300.0
4200000.0,Carpet area: 750 (69.68 sq.m.),2,2,2,North,flat,4.0,0.0,0.0,7.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,32,3.0, Sector 37C Gurgaon,8072.92,5600.0
13500000.0,Built Up area: 1056 (98.11 sq.m.)Carpet area: 912 sq.ft. (84.73 sq.m.),2,2,0,North-East,flat,4.0,0.0,18.0,0.0,4.5,4.5,4.0,4.5,0.0,0.0,0.0,0.0,49,0.0, Sector 3 Gurgaon,9661.68,12784.0
16000000.0,Carpet area: 66 (55.18 sq.m.),2,2,2,undetermined,flat,1.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,18,3.0, New Palam Vihar,710.42,26936.0
32500000.0,Super Built up area 3200(297.29 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,3,undetermined,flat,12.0,1.0,18.0,22.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,45,7.5, Sector 43 Gurgaon,25833.36,10156.0
4500000.0,Carpet area: 625.47 (58.11 sq.m.),2,2,1,undetermined,flat,8.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.5, Sector 88A Gurgaon,6732.5,7194.0
8500000.0,Built Up area: 1300 (120.77 sq.m.),3,2,2,undetermined,flat,20.0,0.0,0.0,0.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,50,0.0, Sector 92 Gurgaon,11894.11,6538.0
7500000.0,Carpet area: 1300 (120.77 sq.m.),2,2,3,North-East,flat,8.0,0.0,18.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,10,0.0, Sector 90 Gurgaon,13993.07,5769.0
8200000.0,Super Built up area 1180(109.63 sq.m.),2,2,3,undetermined,flat,21.0,1.0,0.0,14.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,25,0.0, Sector 68 Gurgaon,9526.05,6950.0
2999000.0,Super Built up area 655(60.85 sq.m.)Carpet area: 555 sq.ft. (51.56 sq.m.),2,2,2,North-East,flat,6.0,0.0,18.0,18.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,15,0.5, Sohna,5287.77,5403.0
7800000.0,Super Built up area 1365(126.81 sq.m.)Built Up area: 1068.1 sq.ft. (99.23 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,North,flat,1.0,0.0,18.0,18.0,0.0,0.0,0.0,4.5,5.0,4.5,4.5,5.0,9,7.5, Sector 37C Gurgaon,11019.54,5714.0
20000000.0,Carpet area: 1320 (122.63 sq.m.),3,3,2,North,flat,1.0,1.0,18.0,2.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,46,10.0, Sector 43 Gurgaon,14208.35,15151.0
7400000.0,Carpet area: 1210 (112.41 sq.m.),2,2,3,North-West,flat,12.0,0.0,18.0,11.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,6,0.5, Sohna,13024.32,6200.0
32000000.0,Carpet area: 2002 (185.99 sq.m.),3,3,3,undetermined,flat,6.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0, Sector 106 Gurgaon,21549.33,16000.0
13000000.0,Super Built up area 1960(182.09 sq.m.),4,4,3,North,flat,1.0,1.0,0.0,22.0,0.0,0.0,0.0,4.0,4.5,4.0,4.0,4.0,11,3.0, Sector 82 Gurgaon,15822.93,6378.0
2500000.0,Carpet area: 700 (65.03 sq.m.),2,2,2,East,flat,2.0,0.0,18.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,47,3.0, Ashok Vihar Phase 3 Extension,7534.73,3571.0
9500000.0,Built Up area: 1210.73 (112.48 sq.m.)Carpet area: 756.6 sq.ft. (70.29 sq.m.),3,2,3,undetermined,flat,1.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,8,3.0, Sohna,11077.35,7846.0
19900000.0,Carpet area: 2727 (253.35 sq.m.),4,4,3,East,flat,9.0,2.0,18.0,19.0,0.0,0.0,0.0,4.0,5.0,5.0,4.0,4.0,6,3.0, Sector 90 Gurgaon,29353.16,7297.0
10500000.0,Carpet area: 1385 (128.67 sq.m.),2,2,2,West,flat,5.0,0.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.5, Sector 106 Gurgaon,14908.0,7581.0
18300000.0,Carpet area: 1829 (169.92 sq.m.),3,3,3,undetermined,flat,18.0,0.0,18.0,17.0,5.0,4.5,5.0,5.0,0.0,0.0,0.0,0.0,8,0.0, Sector 85 Gurgaon,19687.17,10005.0
22500000.0,Carpet area: 2100 (195.1 sq.m.),3,3,3,East,flat,29.0,1.0,18.0,12.0,0.0,0.0,0.0,4.0,5.0,5.0,4.5,4.5,7,3.0, Sector 82A Gurgaon,22604.19,10714.0
28000000.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,undetermined,flat,3.0,2.0,18.0,9.0,0.0,0.0,0.0,4.0,4.5,4.5,4.5,5.0,6,3.0, Sector 65 Gurgaon,17760.43,16969.0
16000000.0,Carpet area: 1100 (102.19 sq.m.),2,2,2,North,flat,3.0,0.0,18.0,11.0,0.0,0.0,0.0,4.0,5.0,4.0,5.0,4.0,46,3.0, DLF Phase 4,11840.29,14545.0
8300000.0,Carpet area: 1530 (142.14 sq.m.),2,2,3,North-East,flat,5.0,1.0,18.0,8.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,4,0.5, Sector 79 Gurgaon,16468.77,5424.0
8300000.0,Carpet area: 1120 (104.05 sq.m.),3,2,2,undetermined,flat,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,8,0.5, Sohna,12055.57,7410.0
8000000.0,Carpet area: 1250 (116.13 sq.m.),2,3,2,undetermined,flat,9.0,0.0,18.0,8.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,49,0.5, Sector 10A Gurgaon,13454.88,6400.0
12500000.0,Carpet area: 2651 (246.29 sq.m.),4,4,3,undetermined,flat,6.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,7.5, Sector 1A IMT Manesar,28535.1,4715.0
2300000.0,Carpet area: 460 (42.74 sq.m.),1,1,1,South,flat,2.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,3.0, Block A Surya Vihar,4951.39,5000.0
3000000.0,Carpet area: 450 (41.81 sq.m.),1,1,1,undetermined,flat,14.0,0.0,18.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,15,0.5, Sector 84 Gurgaon,4843.76,6666.0
15500000.0,Super Built up area 1570(145.86 sq.m.),3,4,1,South,flat,1.0,1.0,18.0,6.0,0.0,0.0,0.0,4.5,5.0,3.0,4.0,4.0,13,3.0, Sector 33 Gurgaon,12674.49,9872.0
7900000.0,Super Built up area 1198(111.3 sq.m.),2,2,2,South-East,flat,8.0,1.0,18.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,2.0,3.0,15,3.0, Sector 71 Gurgaon,9671.36,6594.0
5000000.0,Super Built up area 900(83.61 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,2,undetermined,flat,2.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,7.5, Sector-7 Hous,7265.63,5555.0
10100000.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,3,undetermined,flat,12.0,1.0,18.0,16.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,8,0.0, Sohna,11705.74,7000.0
9500000.0,Super Built up area 1897(176.24 sq.m.),4,5,3,undetermined,flat,4.0,1.0,0.0,6.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,8,7.5, Sector 92 Gurgaon,15314.34,5007.0
9900000.0,Super Built up area 1260(117.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,North,flat,1.0,0.0,18.0,15.0,0.0,0.0,0.0,4.5,5.0,4.5,4.0,5.0,10,3.0, Sector 77 Gurgaon,10171.89,7857.0
11000000.0,Super Built up area 1725(160.26 sq.m.),3,3,3,East,flat,7.0,0.0,0.0,19.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,5,0.0, Sector 37D Gurgaon,13925.8,6376.0
19000000.0,Super Built up area 2200(204.39 sq.m.),4,4,3,undetermined,flat,3.0,0.0,18.0,8.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,11,0.5, Sector 67A Gurgaon,17760.43,8863.0
10000000.0,Super Built up area 1875(174.19 sq.m.),3,3,3,North,flat,5.0,0.0,0.0,8.0,0.0,0.0,0.0,4.5,5.0,4.5,4.5,5.0,9,0.0, Sector 37C Gurgaon,15136.73,4320.0
25000000.0,Super Built up area 2250(209.03 sq.m.),3,3,3,undetermined,flat,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5,7.5, Sector 57 Gurgaon,18164.08,11111.0
11000000.0,Super Built up area 1056.58(98.16 sq.m.),2,2,2,undetermined,flat,14.0,0.0,0.0,0.0,4.5,4.5,4.0,4.5,0.0,0.0,0.0,0.0,11,0.0, Sector 3 Gurgaon,8529.69,10410.0
2900000.0,Super Built up area 560(52.03 sq.m.),2,2,2,undetermined,flat,14.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,4.0,4.0,3.5,4.0,3,3.0, Sector 95 Gurgaon,4520.84,5178.0
5500000.0,Built Up area: 990 (91.97 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,3,North-East,flat,15.0,0.0,18.0,0.0,4.0,4.5,4.5,4.0,0.0,0.0,0.0,0.0,0,0.0, Sector 95 Gurgaon,9057.82,5556.0
6500000.0,Super Built up area 1370(127.28 sq.m.),3,2,3,North-East,flat,6.0,0.0,0.0,8.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,14,3.0, Sector 92 Gurgaon,11059.91,4744.0
5000000.0,Carpet area: 531.57 (49.38 sq.m.),2,2,2,undetermined,flat,6.0,0.0,0.0,6.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,7,0.5, Sohna,5721.77,9406.0
3175000.0,Super Built up area 575(53.42 sq.m.)Carpet area: 570.17 sq.ft. (52.97 sq.m.),2,2,1,undetermined,flat,2.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,4.5,3.5,4.0,4.0,15,0.5, Sector 99A Gurgaon,4641.93,5521.0
9300000.0,Carpet area: 1452 (134.9 sq.m.),2,3,3,East,flat,3.0,1.0,18.0,15.0,0.0,0.0,0.0,3.0,5.0,4.0,4.0,4.0,15,3.0, Sector 103 Gurgaon,15629.18,6404.0
12000000.0,Carpet area: 1423 (132.2 sq.m.),3,3,2,North-East,flat,2.0,0.0,0.0,7.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,14,0.0, Sector 89 Gurgaon,15317.03,8432.0
3000000.0,Carpet area: 640 (59.46 sq.m.),2,2,2,undetermined,flat,4.0,0.0,18.0,8.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,6,3.0, Sohna,6888.9,4687.0
5600000.0,Carpet area: 822 (76.37 sq.m.),2,2,3,South,flat,3.0,0.0,0.0,20.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,8,0.5, Sohna,8847.93,6812.0
27000000.0,Super Built up area 2159(200.58 sq.m.),3,4,3,undetermined,flat,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,15,7.5, Sector 49 Gurgaon,17429.45,12505.0
10000000.0,Super Built up area 1950(181.16 sq.m.),3,4,3,North-East,flat,8.0,1.0,0.0,17.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,10,0.5, Sector 90 Gurgaon,15742.2,5128.0
14500000.0,Built Up area: 1300 (120.77 sq.m.)Carpet area: 1090 sq.ft. (101.26 sq.m.),3,2,2,North,flat,2.0,0.0,18.0,14.0,0.0,0.0,0.0,4.5,4.5,4.0,4.0,4.0,50,10.0, Sector 30 Gurgaon,11894.11,11153.0
12500000.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 1190 sq.ft. (110.55 sq.m.),3,3,0,undetermined,flat,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,9,0.0, Sector 89 Gurgaon,13019.48,8784.0
45000000.0,Super Built up area 3670(340.95 sq.m.),5,5,3,undetermined,flat,11.0,1.0,18.0,18.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,5,0.5, Sector 66 Gurgaon,29627.63,10599.0
6400000.0,Super Built up area 1000(92.9 sq.m.),2,2,1,undetermined,flat,1.0,0.0,18.0,0.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,49,0.5, Sector 15 Part 1,8072.92,6500.0
2800000.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),2,2,1,East,flat,11.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,5,3.0, Sohna,6797.94,3768.0
38700000.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1249.65 sq.ft. (116.1 sq.m.),3,4,3,East,flat,21.0,1.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0, Sector 61 Gurgaon,18164.08,17200.0
13799999.999999998,Carpet area: 2177 (202.25 sq.m.),3,3,1,undetermined,flat,4.0,0.0,0.0,3.0,5.0,4.5,4.0,3.5,0.0,0.0,0.0,0.0,10,7.5, Sector 109 Gurgaon,23433.01,6338.0
4300000.0,Carpet area: 650 (60.39 sq.m.),2,2,1,undetermined,flat,2.0,0.0,18.0,2.0,0.0,0.0,0.0,5.0,4.0,4.0,4.5,5.0,49,3.0, Laxman Vihar,6996.53,6615.0
2850000.0,Carpet area: 900 (83.61 sq.m.),2,1,1,undetermined,flat,2.0,1.0,18.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,32,3.0, New Palam Vihar,9687.51,3166.0
11000000.0,Carpet area: 1118 (103.87 sq.m.),2,2,2,South,flat,4.0,0.0,18.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,10,0.0, Sector 37D Gurgaon,12034.04,9838.0
20000000.0,Built Up area: 1433 (133.13 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,undetermined,flat,32.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,11,0.0, Sector 65 Gurgaon,13110.97,13957.0
9000000.0,Super Built up area 1120(104.05 sq.m.),3,2,2,South,flat,2.0,0.0,0.0,24.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,8,0.0, Sohna,9041.68,8035.0
9000000.0,Built Up area: 1120 (104.05 sq.m.),3,2,0,undetermined,flat,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,8,0.0, Sohna,10247.23,8036.0
17500000.0,Built Up area: 1996 (185.43 sq.m.),3,3,0,undetermined,flat,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0, Sector-33 Sohna,18262.03,8768.0
9300000.0,Carpet area: 1080 (100.34 sq.m.),2,2,2,undetermined,flat,11.0,0.0,18.0,0.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0,0.0, Sector 68 Gurgaon,11625.01,8611.0
18000000.0,Super Built up area 2727(253.35 sq.m.),4,4,3,undetermined,flat,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,4.0,4.0,6,7.5, Sector 90 Gurgaon,22014.87,6600.0
21000000.0,Super Built up area 1789(166.2 sq.m.),3,3,2,undetermined,flat,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0, Sector-33 Sohna,14442.46,11738.0
20000000.0,Carpet area: 1380 (128.21 sq.m.),2,2,2,East,flat,9.0,0.0,18.0,8.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,14,3.0, Sector 22 Gurgaon,14854.18,14492.0
20000000.0,Built Up area: 1540 (143.07 sq.m.),3,3,2,North,flat,1.0,0.0,18.0,6.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,13,0.0, Sector 63A Gurgaon,14089.95,12800.0
12900000.0,Super Built up area 1629(151.34 sq.m.)Carpet area: 1628 sq.ft. (151.25 sq.m.),3,3,3,undetermined,flat,5.0,2.0,0.0,12.0,0.0,0.0,0.0,4.5,5.0,5.0,4.5,4.5,7,0.5, Sector 88A Gurgaon,13150.79,7800.0
28500000.0,Super Built up area 1828(169.83 sq.m.),3,3,3,South,flat,43.0,0.0,18.0,19.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,9,0.0, Sector 65 Gurgaon,14757.31,15590.0
11000000.0,Carpet area: 1950 (181.16 sq.m.),3,3,3,undetermined,flat,1.0,0.0,18.0,16.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,4,3.0, Sector 79 Gurgaon,20989.6,5641.0
16500000.0,Carpet area: 1200 (111.48 sq.m.),2,2,2,undetermined,flat,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0, Sector 61 Gurgaon,12916.68,13750.0
2400000.0,Carpet area: 324 (30.1 sq.m.),1,1,2,North,flat,1.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,5,0.5, Sohna,3487.5,7407.0
21000000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,4,3,undetermined,flat,11.0,1.0,18.0,22.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,6,0.5, Sector 77 Gurgaon,16145.85,10500.0
19000000.0,Carpet area: 1929 (179.21 sq.m.),3,3,3,undetermined,flat,14.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0, Sector-33 Sohna,20763.56,9849.0
3150000.0,Super Built up area 700(65.03 sq.m.)Carpet area: 443.32 sq.ft. (41.19 sq.m.),2,2,1,undetermined,flat,8.0,1.0,18.0,5.0,0.0,0.0,0.0,5.0,4.0,4.0,3.5,4.0,3,3.0, Sector 95 Gurgaon,5651.05,4500.0
17000000.0,Built Up area: 965 (89.65 sq.m.)Carpet area: 628 sq.ft. (58.34 sq.m.),1,1,2,undetermined,flat,9.0,0.0,18.0,0.0,5.0,4.5,4.0,3.5,0.0,0.0,0.0,0.0,23,0.0, Sector 109 Gurgaon,8829.09,17617.0
3200000.0,Super Built up area 524(48.68 sq.m.)Carpet area: 424.8 sq.ft. (39.47 sq.m.),2,2,2,undetermined,flat,2.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,4.5,3.5,4.0,4.0,15,0.5, Sector 99A Gurgaon,4230.21,6106.0
4500000.0,Carpet area: 581.41 (54.01 sq.m.),2,2,1,undetermined,flat,4.0,0.0,0.0,13.0,5.0,4.5,5.0,4.5,0.0,0.0,0.0,0.0,8,0.0, Sector 86 Gurgaon,6258.24,7739.0
12000000.0,Super Built up area 1197.8(111.28 sq.m.)Carpet area: 505 sq.ft. (46.92 sq.m.),1,2,2,undetermined,flat,32.0,0.0,0.0,7.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,10,0.0, Sector 78 Gurgaon,9669.75,10018.0
21000000.0,Super Built up area 1310(121.7 sq.m.),2,2,2,undetermined,flat,43.0,0.0,0.0,23.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,9,0.0, Sector 65 Gurgaon,10575.53,16030.0
4500000.0,Carpet area: 569243 (52884.41 sq.m.),2,2,2,South-West,flat,2.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,12,0.5, Sector 95A Gurgaon,6127274.73,7.0
4200000.0,Carpet area: 750 (69.68 sq.m.),2,2,1,undetermined,flat,3.0,0.0,18.0,6.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,49,3.0, Laxman Vihar,8072.92,5600.0
15500000.0,Carpet area: 1557 (144.65 sq.m.),3,2,3,East,flat,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0, Sector-33 Sohna,16759.39,9955.0
13000000.0,Super Built up area 1440(133.78 sq.m.),3,3,2,undetermined,flat,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0, Dwarka Expressway Gurgaon,11625.01,9027.0
27500000.0,Carpet area: 2597 (241.27 sq.m.),4,4,3,East,flat,20.0,3.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0, Sector 113 Gurgaon,27953.85,10589.0
12500000.0,Super Built up area 1940(180.23 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),3,3,3,North-East,flat,2.0,1.0,0.0,20.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,18,0.5, Sector 103 Gurgaon,15661.47,6443.0
